Nazwa,Telefon,Adres,"Godziny otwarcia","Strona internetowa","Opinia 1","Opinia 2","Opinia 3","Opinia 4","Opinia 5","Opinia 6",Typ,"Wysokość cen",Latitude,Longitude
"SYNCRET Jubiler Kraków Warszawa - Pierścionki zaręczynowe | Biżuteria na zamówienie | Gemmolog","797 657 080","Bracka 8, 31-005 Kraków, Polska","poniedziałek: 11:00–19:00, wtorek: 11:00–19:00, środa: 11:00–19:00, czwartek: 11:00–19:00, piątek: 11:00–19:00, sobota: 11:00–16:00, niedziela: Zamknięte",http://www.syncret.com/,"Cudowni ludzie i  nastawienie przede wszystkim na wygodę i pełna satysfakcję klienta :) Polecam zakupy z całego serduszka- jestem zachwycona ! Pozdrawiam serdecznie Wszystkich zaangażowanych w mój zakup . Idealnie !","Wspaniali ludzie z dużym wyczuciem stylu. Cała droga od stworzenia projektu do finalnego produktu była z Syncretem bardzo przyjemna, a efekt końcowy jest godny najwyższej oceny","Najwspanialsza i profesjonalna obsługa. Przepiękny i bardzo duży wybór biżuterii najwyższej jakości. Z całego serca polecam każdemu ❤️","Jeśli szukacie czegoś niezwykłego na wyjątkową okazję to jest to najlepsze miejsce, do jakiego możecie trafić. Wszystko co możecie tutaj kupić jest ciekawe, niebanalne i unikatowe, a z tym obecnie bardzo trudno u innych jubilerów.  Samo miejsce już od wejścia sprawia wrażenie wyjątkowości, a obsługa jest przemiła i bardzo pomocna.","Miałem przyjemność zakupić w tym miejscu pierścionek zaręczynowy. Udało się wybrać pierścionek przy pierwszej wizycie dzięki świetnej obsłudze Pań, które tam pracują. Na pierwszy rzut oka widać wysoką jakość użytych materiałów oraz kunszt złotnika. Dodam też, że pierścionek pasował jak idealnie, bez poprawek, a Wybranka powiedziała """"TAK"""" :) Bardzo klasyczny wystrój salonu, obsługa na bardzo wysokim poziomie i wszyscy uśmiechnięci. Gorąco polecam!",,"jewelry_store, book_store, finance, store, point_of_interest, establishment",,50.0600907,19.936327
Aimor,"32 781 74 20","Starowiślna 19, 31-105 Kraków, Polska",,,,,,,,,"jewelry_store, store, point_of_interest, establishment",,50.057409,19.944059
Wierzbanowska.com,"502 120 364","Rogatka 21, 31-425 Kraków, Polska",,http://www.wierzbanowska.com/,"Uwielbiam biżuterię Pani Basi.  Jest niebanalna i perfekcyjnie wykonana. Pierwsze kolczyki kupiłam parę lat temu na targach mody w Krakowie i od tej pory regularnie uzupełniam kolekcje 😊.  Moje ulubione kolczyki (pasują do wszystkiego!) to kolczyki koła z zimowym wzorem, najbardziej oryginalne (zbierają sporo komplementów) to ptaszki koła. Pani Basia jest wyjątkową osobą, zawsze uśmiechniętą - dobrą energię przekazuje swoim jubilerskim dziełom 😊. To się po prostu wszystko dobrze nosi…","Szybka realizacja zamówienia. Bardzo profesjonalne podejście do klienta. Mogłam liczyć na szybka odpowiedź na moje pytanie dotyczące składania zamówienia. Dodatkowo pierscionek jest cudowny. :)",,,,,"jewelry_store, store, point_of_interest, establishment",,50.0800645,19.9476259
"Galeria Lagos","698 095 986","Długa 74, 31-146 Kraków, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",https://galerialagos.pl/,"Mnogość nietuzinkowej biżuteri z minerałów. Miła obsługa. Zawsze zaglądam ilekroć jestem w Krakowie 🥰 Pozdrawiam serdecznie","Piękna biżuteria i bardzo pomocna obsługa, dobre ceny i kontakt przez FB. Polecam :)","Przemiła sprzedawczyni, bardzo pomocna i piękny towar- polecam zajrzeć :))","Bardzo pozytywna właścicielka. Duży wybór kamieni. Polecam.",,,"jewelry_store, store, point_of_interest, establishment",,50.0720809,19.9356506
"Unikke Design & Friends - sklep z biżuterią polskich projektantów","500 387 677","Józefa 6, 31-056 Kraków, Polska","poniedziałek: 12:00–19:00, wtorek: 12:00–19:00, środa: 12:00–19:00, czwartek: 12:00–19:00, piątek: 12:00–19:00, sobota: 11:00–17:00, niedziela: 11:00–15:00",http://www.unikkedesign.com/,"Opinia ze strony pracowni współpracującej z galerią jak najbardziej pozytywna!!! Wzorowa współpraca, świetny, sympatyczny kontakt!!!","Bardzo ładne, kameralne miejsce z dużym wyborem biżuterii od polskich projektantów. Spory wybór różnych marek i bardzo miła obsługa!","Przepiękna, unikatowa biżuteria w różnych stylach. Zatem na pewno miłośnicy biżuterii wybiorą tam coś dla siebie. Nawet dla męża i syna kupiłam niepowtarzalne bransoletki z """"nabojami"""". To dla nas pamiątki, które przywołują wspomnienia z pięknego Krakowa.","Biżuterię z Unikke Design kupuję już od kilku lat. Zawsze spotykam się z profesjonalnym podejściem do klienta, ponadto produkty cechują się bardzo wysoką jakością. Jeden z naszyjników noszę codziennie od 5 lat i wygląda dokładnie tak samo, jak w dniu zakupu. Bardzo polecam produkty tej marki ♥️","Świetny wybór minimalistycznej biżuterii od polskich projektantów. Kameralna atmosfera i miła obsługa. Polecam!",,"jewelry_store, art_gallery, store, point_of_interest, establishment",,50.050514,19.9433402
"By Dziubeka","511 976 754","Pawia 5, 31-154 Kraków, Polska",,https://bydziubeka.pl/?utm_source=google&utm_medium=gmf&utm_campaign=krakow,"Bardzo dziękuję Pani Agacie za pomoc W wyborze pięknych kolczyków trafiła w 10 w mój gust,🥰","Pani Gosia ze stoiska podnosi poziom obsługi, jestem zaskoczony wiedzą na temat kamieni w biżuterii, polecam serdecznie.",,,,,"jewelry_store, store, point_of_interest, establishment",,50.067553,19.9460813
"Poly - biżuteria Kraków","691 848 867","Starowiślna 35, 31-038 Kraków, Polska","poniedziałek: Zamknięte, wtorek: 11:00–18:00, środa: 11:00–18:00, czwartek: 11:00–18:00, piątek: 11:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",http://bizuteriapoly.pl/,"Sklep z piękną biżuterią online. Co jakiś czas kupuje, bo pojawia się dużo nowości. Bardzo miła obsługa w sklepie stacjonarnym.","Piekna recznie robiona bizuteria !","Jeśli szukacie ręcznie robionej biżuterii, starannie wykonanej i pięknie zapakowanej, z przemiłą obsługą, w super klimatycznej przestrzeni, w dodatku pet friendly - to jest to miejsce! Polecam, zarówno dla siebie jak i na prezent 🧡","Fajne, klimatyczne miejsce na Kazimierzu. Duży wybór unikatowej biżuterii, kupiliśmy z żoną kolczyki i kilka bransoletek na prezenty. Jak będziemy jeszcze raz w Krakowie na pewno odwiedzimy","Przepiękne wnętrze, bardzo ładna biżuteria i wspaniała atmosfera. Odwiedzam zawsze, gdy szukam prezentów dla bliskich! Polecam!",,"jewelry_store, point_of_interest, store, establishment",,50.0554597,19.9461304
"World of Amber - Jubiler Schubert","503 986 472","33-332, Grodzka 38, 33-332 Kraków, Polska","poniedziałek: 10:00–20:00, wtorek: 10:00–20:00, środa: 10:00–20:00, czwartek: 10:00–20:00, piątek: 10:00–20:00, sobota: 10:00–20:00, niedziela: 10:00–20:00",https://worldofamber.pl/pl.html,"Pracujące tam panie są niesamowicie pomocne i uprzejmie. Zakupy w takim miejscu to czysta przyjemność. Polecam","Powinno się tu bywać",,,,,"jewelry_store, store, point_of_interest, establishment",,50.058364,19.9382007
"FROART Jubiler","12 421 08 74","Gołębia 10, 31-007 Kraków, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",http://www.froart.com/,"Prawie 7 lat temu kupiliśmy z mężem obrączki. Jesteśmy bardzo zadowoleni. Nic się z nimi nie dzieje, a nosimy je na co dzień. Po kilku latach weszłam zapytać ile by kosztowało wypolerowanie i grawer w środku. Nie musiałam pokazywać dowodu zakupu, a usługę otrzymałam za darmo 🙂 polecam.","Bardzo uprzejmy personel! Weszłam z ulicy chcąc poznać przybliżona wartość pierścionka, który posiadałam. Nie było żadnego problemu z wyceną i na dodatek Pan wycenił pierścionek za darmo. Użył profesjonalnego sprzętu, wyczyścił go wcześniej i nie zarządał nawet grosza co się bardzo ceni w szczególności w Rynku! Konkurencja wymaga 2% od wartości a minimum 100 zł za dokładna wycenę a takiej nie potrzebowałam. Aż żałuje, ze nie zostawiłam „grosza” w podzięce.. Polecam!","Piękna klasyczna biżuteria. Obrączki ślubne powiększane po latach w ramach gwarancji przy okazji nabrały nowego blasku. Usługa wykonana w tym samym dniu!!","Wspaniałe miejsce dla osób szukających oryginalnej i eleganckiej biżuterii. Odwiedziłam co najmniej kilkanaście pracowni jubilerskich w różnych miastach w Polsce w poszukiwaniu wymarzonych kolczyków. Podczas gdy w innych miejscach nie znalazłam nawet jednej opcji do rozważenia (ze względu zarówno na wzornictwo, jak i wygórowane ceny), tutaj wprost nie mogłam się zdecydować z nadmiaru pięknych kolczyków, z którymi z chęcią wróciłabym do domu. Ponadczasowe wzornictwo, ogromny wybór i  niskie ceny. Obsługa niesamowita, przemiły Pan jubiler o nienagannych manierach, który z pewnością subtelnie doradzi. Moim zdaniem najlepszy jubiler w Polsce. Polecam!","Obraczki kupiona z polecenia 10 lat temu wszystko ok nawet nie ma problemu z poszerzeniem kiedy troche staly sie przyciasne. polecam",,"jewelry_store, store, point_of_interest, finance, establishment",,50.0604879,19.9349353
"Robert Siudek- Jubiler Kraków, Pierścionki zaręczynowe, Obrączki ślubne","12 422 03 50","Wielopole 24, 31-072 Kraków, Polska","poniedziałek: 11:00–18:00, wtorek: 11:00–18:00, środa: 11:00–18:00, czwartek: 11:00–18:00, piątek: 11:00–18:00, sobota: Zamknięte, niedziela: Zamknięte",http://www.siudek.com.pl/,"Piękny pierścionek, narzeczona jest zadowolona :) Dodatkowo miałem unikalną możliwość uczestniczenia w procesie powstawania, bardzo dziękuję Panie Robercie :)","Bardzo miła i uprzejma obsługa, która zawsze doradzi w sprawie biżuterii. U Pana Roberta zamówłem pierścionek zaręczynowy - konsultacje zostały przeprowadzone bardzo rzetelnie. Dużo czasu spędziliśmy z Panem Robertem, aby dopracować projekt tak, aby spełniał moje oczekiwania. Jakość wykonania na najwyższym poziomie. Widać, że każdy pierścionek jest tworzony z pełnym zaangażowaniem i pasją.","Gorąco polecam pracownię Pana Roberta  ze względu na wyjątkową biżuterię, która charakteryzuje się przemyślanymi  ponadczasowymi projektami oraz mistrzowskim wykonaniem. Pierścionki stworzone przez Pana Roberta cieszą, czarują elegancją, są ucztą dla wzroku. Jeśli szuka się unikalnej, zjawiskowej biżuterii wówczas Wielopole 24 w Krakowie to najlepszy adres w Polsce.","Pierścionek został zamówiony po 2-godzinnej rozmowie z Panem Robertem. Po 1,5 miesiąca był gotowy do odbioru (tak jak się umawialiśmy). Polecam z całego serca - miła i profesjonalna obsługa, piękne pierścionki, przystępne ceny.","Bardzo miła i uprzejma obsługa. Doradztwo w wyborze pierścionka na najwyższym poziomie w spokojnej atmosferze i zrozumieniu potrzeb klienta. Jakość na najwyższym poziomie, a każdy pierścionek jest tworzony z wielkim zaangażowaniem i pasją.",,"jewelry_store, finance, point_of_interest, store, establishment",,50.0584552,19.9463684
YES,"501 482 971","al. marsz. Józefa Piłsudskiego 15/23, 90-307 Łódź, Polska","poniedziałek: 09:30–21:00, wtorek: 09:30–21:00, środa: 09:30–21:00, czwartek: 09:30–21:00, piątek: 09:30–21:00, sobota: 09:30–21:00, niedziela: 10:00–20:00",https://yes.pl/,"Bardzo miła obsługa. Panie uśmiechnięte, a do tego pomocne przy wymianie pierścionka, ze względu na zły rozmiar. Asortyment sklepu na plus. Polecam i dziękuje!🙂","Z przyjemnością odwiedzę ten salon po raz kolejny i szczerze polecę innym. Piękna biżuteria , do tego przemiła pani z obsługi która w wyjątkowy sposób zapakowała zakup na prezent dodając mu mega klasy. Ślicznie dziękuję.",,,,,"jewelry_store, store, point_of_interest, establishment",,51.7589959,19.4652058
Kulka,"784 470 231","Gen. Romualda Traugutta 5, 90-106 Łódź, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–15:00, niedziela: Zamknięte",http://www.kulkabransoletki.pl/,"Korzystam z zakupu biżuterii ze strony  i za każdym razem drobię w miejscu nogami kiedy przyjedzie paczuszka😍Biżuteria jest piękna naszyjniki kolczyki , pięknie wykonane , zapakowane ze starannością. Bardzo poprawiają mi nastrój dziękuję. Pozdrawiam serdecznie .","Świetnej jakości biżuteria , ogromny wybór a jeśli nie ma tego czego poszukujemy dziewczyny z butiku spełnią nasze wizje 😍 świetna obsługa i piękne wnętrze , wchodząc do wewnątrz po prostu przepadasz 🤭","W tym salonie można kupić piękną biżuterię. Pani, która mnie obsługiwała wszystko wytłumaczyła i na miejscu stworzyła w ciągu kilku minut dzieło sztuki. Łańcuszek był zapakowany w piękne ozdobne pudełko prezentowe. Polecam każdemu, kto chciałby kupić oryginalny prezent dla bliskiej osoby.",,,,"jewelry_store, point_of_interest, store, establishment",,51.768805,19.459009
Verona,"42 616 08 33","Manufaktura, Drewnowska 58, 91-002 Łódź, Polska","poniedziałek: 10:00–21:00, wtorek: 10:00–21:00, środa: 10:00–21:00, czwartek: 10:00–21:00, piątek: 10:00–21:00, sobota: 10:00–21:00, niedziela: Zamknięte",https://verona.pl/,"Wczoraj  z przyjaciółkami dokonałam zakupu w salonie mieszczącym się w Manufakturze obsługiwana byłam przez panią Monikę  przemiła młoda profesjonalna ekspedientka która pomoże i doradzi a swoją pracę wykonuje z pasją .Wszystkim polecam","Córka zadowolona z prezentu. Dziękuję za szybką i miłą obsługę :)",,,,,"jewelry_store, store, point_of_interest, establishment",,51.7807603,19.4476209
Claire's,"42 633 15 84","Jana Karskiego 5, 91-001 Łódź, Polska","poniedziałek: 10:00–22:00, wtorek: 10:00–22:00, środa: 10:00–22:00, czwartek: 10:00–22:00, piątek: 10:00–22:00, sobota: 10:00–22:00, niedziela: 10:00–21:00",https://stores.claires.com/pl/pl-kp/lodz/4236.html,🥰🤩😙😚,,,,,,"jewelry_store, store, point_of_interest, establishment",2,51.7791225,19.4430283
Juan-Jablonex,"42 632 22 91","Stefana Jaracza 16, 90-262 Łódź, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–17:30, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",https://www.facebook.com/juan.jablonex/,"Sklepik jest prowadzony przez przemiłego starszego pana , który doskonale doradza w sprawie koralików i ma bogaty asortyment. Koraliki można sypać samemu , co naprawdę ułatwia wybór wśród tylu kolorów i faktur . Koraliki są bardzo ładnie wykonane a ich ceny są bardzo przystępne.   W sklepie oprócz  koralików jest również gotowa biżuteria, bigle , zawieszki , żyłki do nawlekania itp. Bardzo podobała mi się pierwsza wizyta tam i napewno będę wracać  po kolejne koraliki 🌸","Sklep jest absolutną rewelacją! Mnóstwo dostępnych kolorów, sama mogę wybrać ile chcę kupić. No i cena... 100 zł za 1 KILOGRAM koralików. Ali Express się chowa!","Sklep z tak ogromną ilością kolorowych koralików jakich w mieście jeszcze nie widziałem, dla mnie dużym atutem jest możliwość zrobienia unikatowych, profesjonalnie wykonanych biżuterii które gdy daję je na prezent , mam pewność że są jedyne w swoim rodzaju!!. Polecam i pozdrawiam przemiłych właścicieli.","Miła i profesjonalna obsługa, bardzo duży wybór towaru :) koraliki we wszystkich kształtach, wzorach i kolorach i mnóstwo przydatnych gadżetów już na miejscu. Dodatkowo często można również naprawić biżuterię lub zrobić coś na szybko według naszych wytycznych. Ja polecam :)",,,"jewelry_store, store, point_of_interest, establishment",,51.7731514,19.4594144
YES,"501 482 563","Drewnowska 58, 91-002 Łódź, Polska","poniedziałek: 10:00–22:00, wtorek: 10:00–22:00, środa: 10:00–22:00, czwartek: 10:00–22:00, piątek: 10:00–22:00, sobota: 10:00–22:00, niedziela: 10:00–21:00",https://yes.pl/,"Czytając opinie trochę się przestraszyłam, ale postanowiłam sprawdzić osobiscie. Pani, która obsługiwała doradzała mi i odpowiadała na każdą moja zachciankę. Niestety kolczyki, które mnie interesowały okazały się za małe, więc nie kupiłam. Może obsługa została zmieniona. Ja nie mogę narzekac. Polecam","Świetne miejsce, świetna biżuteria i fenomenalna obsługa. Wizyta w salonie YES w manufakturze to czysta przyjemność.  Pozdrawiam Klient od pierścionka scarlet i bransoletki z gwiazdeczkami ;)","Świetna obsługa, duży wybór biżuterii oraz przystępne ceny :)",,,,"jewelry_store, store, point_of_interest, establishment",,51.7796739,19.4455735
"JUBILER Sklep Jubilerski i Pracownia Złotnicza Jarosław Czarnecki","42 654 09 89","Zgierska 18, 91-002 Łódź, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",https://www.jubilerczarnecki.pl/,"Dużej klasy rzemieślnik a dokładniej - mistrz jubilerski. Oferuje ciekawe wzornictwo wyrobów ze srebra u złota po przystępnych cenach; również naprawy. Nasze obrączki ślubne """"urodziły się"""" właśnie w tej pracowni.","Bardzo dziękuję P.Michałowi Czarneckiemu (juniorowi) z Pracowni Złotniczej przy ul.Zgierskiej 18 za wykonanie duplikatu zgubionego przeze  mnie pamiątkowego pierścionka.Pierścionek został odtworzony prawie dokładnie i zgodnie z ustalonym terminem.Należy również podkreślić uprzejmość i empatię p.Michała.Bardzo polecam tę Pracownię.",,,,,"jewelry_store, finance, store, point_of_interest, establishment",,51.782806,19.453215
